unique_id	platform	platform	disease	tissue	cell type	cell line	project	sample	date	descrption
SRX25393886	sra_merge/SRX25393886.isoform.gz	ONT	ipsc12_meso_2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656272	2024	
SRX25393885	sra_merge/SRX25393885.isoform.gz	ONT	ipsc12_ecto_2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656271	2024	
SRX25393884	sra_merge/SRX25393884.isoform.gz	ONT	ipsc12_endo_2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656270	2024	
SRX25393883	sra_merge/SRX25393883.isoform.gz	ONT	ipsc12_undiff_2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656269	2024	
SRX25393882	sra_merge/SRX25393882.isoform.gz	ONT	ipsc12_meso_1	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656268	2024	
SRX25393881	sra_merge/SRX25393881.isoform.gz	ONT	ipsc12_ecto_1	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656267	2024	
SRX25393880	sra_merge/SRX25393880.isoform.gz	ONT	ipsc12_ecto_d5	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656280	2024	
SRX25393879	sra_merge/SRX25393879.isoform.gz	ONT	ipsc12_ecto_d3	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656279	2024	
SRX25393878	sra_merge/SRX25393878.isoform.gz	ONT	ipsc12_ecto_d2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656278	2024	
SRX25393877	sra_merge/SRX25393877.isoform.gz	ONT	ipsc12_meso_d3	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656277	2024	
SRX25393876	sra_merge/SRX25393876.isoform.gz	ONT	ipsc12_meso_d2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656276	2024	
SRX25393875	sra_merge/SRX25393875.isoform.gz	ONT	ipsc12_endo_d3	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656275	2024	
SRX25393874	sra_merge/SRX25393874.isoform.gz	ONT	ipsc12_endo_1	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656266	2024	
SRX25393873	sra_merge/SRX25393873.isoform.gz	ONT	ipsc12_undiff_1	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656265	2024	
SRX25215983	sra_merge/SRX25215983.isoform.gz	PB	normal	brain		neurons	PRJNA1132168	SAMN42334548	2024	
SRX25215982	sra_merge/SRX25215982.isoform.gz	PB	normal	brain		neurons	PRJNA1132168	SAMN42334549	2024	
SRX25215981	sra_merge/SRX25215981.isoform.gz	PB	normal	brain		neurons	PRJNA1132168	SAMN42334550	2024	
SRX25215980	sra_merge/SRX25215980.isoform.gz	PB	normal	brain		neurons	PRJNA1132168	SAMN42334551	2024	
SRX25215979	sra_merge/SRX25215979.isoform.gz	PB	normal	human embryonic stem cells		human embryonic stem cells	PRJNA1132168	SAMN42334552	2024	
SRX25215978	sra_merge/SRX25215978.isoform.gz	PB	normal	human embryonic stem cells		human embryonic stem cells	PRJNA1132168	SAMN42334553	2024	
SRX24951057	sra_merge/SRX24951057.isoform.gz	PB	normal	blood		HG02630	PRJNA1124997	SAMN41878947	2024	
SRX24951055	sra_merge/SRX24951055.isoform.gz	PB	normal	blood		GM20129	PRJNA1124997	SAMN41878945	2024	
SRX24828913	sra_merge/SRX24828913.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720313	2024	
SRX24828912	sra_merge/SRX24828912.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720314	2024	
SRX24828911	sra_merge/SRX24828911.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720315	2024	
SRX24828910	sra_merge/SRX24828910.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720316	2024	
SRX24828909	sra_merge/SRX24828909.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720317	2024	
SRX24828908	sra_merge/SRX24828908.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720318	2024	
SRX24828907	sra_merge/SRX24828907.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720319	2024	
SRX24828906	sra_merge/SRX24828906.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720320	2024	
SRX24828905	sra_merge/SRX24828905.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720321	2024	
SRX24828904	sra_merge/SRX24828904.isoform.gz	ONT	Breast cancer	Breast		LCC9	PRJNA1120912	SAMN41720322	2024	
SRX24828903	sra_merge/SRX24828903.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720323	2024	
SRX24828902	sra_merge/SRX24828902.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720324	2024	
SRX24828901	sra_merge/SRX24828901.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720325	2024	
SRX24828900	sra_merge/SRX24828900.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720326	2024	
SRX24828899	sra_merge/SRX24828899.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720327	2024	
SRX24828898	sra_merge/SRX24828898.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720328	2024	
SRX24828897	sra_merge/SRX24828897.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720329	2024	
SRX24828896	sra_merge/SRX24828896.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720330	2024	
SRX24828895	sra_merge/SRX24828895.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720331	2024	
SRX24828894	sra_merge/SRX24828894.isoform.gz	ONT	Breast cancer	Breast		-MCF 7.00	PRJNA1120912	SAMN41720332	2024	
SRX24826348	sra_merge/SRX24826348.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711119	2024	
SRX24826347	sra_merge/SRX24826347.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711120	2024	
SRX24826346	sra_merge/SRX24826346.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711121	2024	
SRX24826349	sra_merge/SRX24826349.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711118	2024	
SRX24826345	sra_merge/SRX24826345.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711122	2024	
SRX24826344	sra_merge/SRX24826344.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711123	2024	
SRX24826343	sra_merge/SRX24826343.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711124	2024	
SRX24826342	sra_merge/SRX24826342.isoform.gz	PB	normal	human embryonic stem cell		H1	PRJNA1120859	SAMN41711125	2024	
DRX576518	sra_merge/DRX576518.isoform.gz	ONT	neuroblastoma	kidney		NA	PRJDB18771	SAMD00818544	2024	
DRX576519	sra_merge/DRX576519.isoform.gz	PB	neuroblastoma	kidney		NA	PRJDB18771	SAMD00818544	2024	
DRX576522	sra_merge/DRX576522.isoform.gz	ONT	normal	kidney		embryonic kidney	PRJDB18771	SAMD00818545	2024	
DRX576523	sra_merge/DRX576523.isoform.gz	PB	normal	kidney		embryonic kidney	PRJDB18771	SAMD00818545	2024	
SRX28707861	sra_merge/SRX28707861.isoform.gz	ONT	normal	kidney		HEK293T	PRJNA1260438	SAMN48394297	2024	
SRX28707860	sra_merge/SRX28707860.isoform.gz	ONT	normal	kidney		HEK293T	PRJNA1260438	SAMN48394298	2024	
SRX28707859	sra_merge/SRX28707859.isoform.gz	ONT	normal	kidney		HEK293T	PRJNA1260438	SAMN48394299	2024	
SRX28707858	sra_merge/SRX28707858.isoform.gz	ONT	normal	kidney		HEK293T	PRJNA1260438	SAMN48394300	2024	
SRX24066010	sra_merge/SRX24066010.isoform.gz	ONT	DNMT1 CRISPRcut	brain		Sai2	PRJNA1091962	SAMN40620022	2024	
SRX24066009	sra_merge/SRX24066009.isoform.gz	ONT	TASOR CRISPRi	brain		Sai2	PRJNA1091962	SAMN40620023	2024	
SRX24066008	sra_merge/SRX24066008.isoform.gz	ONT	MORC2 CRISPRi	brain		Sai2	PRJNA1091962	SAMN40620024	2024	
SRX24066007	sra_merge/SRX24066007.isoform.gz	ONT	Control	brain		Sai2	PRJNA1091962	SAMN40620025	2024	
SRX8403671	sra_merge/SRX8403671.isoform.gz	PB	gastric cancer	stomach		SNU719	PRJNA635275	SAMN15030553	2020	
SRX8403670	sra_merge/SRX8403670.isoform.gz	PB	gastric cancer	stomach		SNU484	PRJNA635275	SAMN15030552	2020	
SRX8403669	sra_merge/SRX8403669.isoform.gz	PB	gastric cancer	stomach		SNU1967	PRJNA635275	SAMN15030555	2020	
SRX8403668	sra_merge/SRX8403668.isoform.gz	PB	gastric cancer	stomach		SNU1750	PRJNA635275	SAMN15030554	2020	
SRX8403667	sra_merge/SRX8403667.isoform.gz	PB	gastric cancer	stomach		OCUM1	PRJNA635275	SAMN15030551	2020	
SRX8403666	sra_merge/SRX8403666.isoform.gz	PB	gastric cancer	stomach		NCC59	PRJNA635275	SAMN15030550	2020	
SRX8403665	sra_merge/SRX8403665.isoform.gz	PB	gastric cancer	stomach		NCC24	PRJNA635275	SAMN15030549	2020	
SRX8403664	sra_merge/SRX8403664.isoform.gz	PB	gastric cancer	stomach		NCC19	PRJNA635275	SAMN15030548	2020	
SRX8403663	sra_merge/SRX8403663.isoform.gz	PB	gastric cancer	stomach		MKN1	PRJNA635275	SAMN15030547	2020	
SRX8403662	sra_merge/SRX8403662.isoform.gz	PB	gastric cancer	stomach		IM95	PRJNA635275	SAMN15030546	2020	
SRX9141831	sra_merge/SRX9141831.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199199	2021	
SRX9141830	sra_merge/SRX9141830.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199198	2021	
SRX9141829	sra_merge/SRX9141829.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199197	2021	
SRX9141828	sra_merge/SRX9141828.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199196	2021	
SRX9141827	sra_merge/SRX9141827.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199195	2021	
SRX9141826	sra_merge/SRX9141826.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199194	2021	
SRX9141825	sra_merge/SRX9141825.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199193	2021	
SRX9141824	sra_merge/SRX9141824.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199192	2021	
SRX9141823	sra_merge/SRX9141823.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199200	2021	
SRX9141822	sra_merge/SRX9141822.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199191	2021	
SRX9141821	sra_merge/SRX9141821.isoform.gz	PB	normal	cortex		NA	PRJNA664117	SAMN16199190	2021	
DRX461936	sra_merge/DRX461936.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617782	2021	Control
DRX461937	sra_merge/DRX461937.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617783	2021	Control
DRX461938	sra_merge/DRX461938.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617784	2021	Control
DRX461939	sra_merge/DRX461939.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617785	2021	Control
DRX461940	sra_merge/DRX461940.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617786	2021	IFN-a2 stimulated
DRX461941	sra_merge/DRX461941.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617787	2021	IFN-a2 stimulated
DRX461942	sra_merge/DRX461942.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617788	2021	IFN-a2 stimulated
DRX461943	sra_merge/DRX461943.isoform.gz	ONT	normal	blood		NA	PRJDB15952	SAMD00617789	2021	IFN-a2 stimulated
DRX461944	sra_merge/DRX461944.isoform.gz	PB	normal	blood		NA	PRJDB15952	SAMD00617712	2021	IFN-a2 stimulated
DRX552128	sra_merge/DRX552128.isoform.gz	PB	normal	blood		NA	PRJDB15952	SAMD00788544	2021	Control
DRX552129	sra_merge/DRX552129.isoform.gz	PB	normal	blood		NA	PRJDB15952	SAMD00788545	2021	IFN-a2 stimulated
DRX552130	sra_merge/DRX552130.isoform.gz	PB	normal	blood		NA	PRJDB15952	SAMD00788546	2021	Control
DRX552131	sra_merge/DRX552131.isoform.gz	PB	normal	blood		NA	PRJDB15952	SAMD00788547	2021	IFN-a2 stimulated
DRX524630	sra_merge/DRX524630.isoform.gz	ONT	normal	blood		GM18939	PRJDB17558	SAMD00747478	2024	1000G
DRX524631	sra_merge/DRX524631.isoform.gz	ONT	normal	blood		GM18940	PRJDB17558	SAMD00747479	2024	1000G
DRX524632	sra_merge/DRX524632.isoform.gz	ONT	normal	blood		GM18942	PRJDB17558	SAMD00747480	2024	1000G
DRX524633	sra_merge/DRX524633.isoform.gz	ONT	normal	blood		GM18943	PRJDB17558	SAMD00747481	2024	1000G
DRX524634	sra_merge/DRX524634.isoform.gz	ONT	normal	blood		GM18944	PRJDB17558	SAMD00747482	2024	1000G
DRX524635	sra_merge/DRX524635.isoform.gz	ONT	normal	blood		GM18945	PRJDB17558	SAMD00747483	2024	1000G
DRX524636	sra_merge/DRX524636.isoform.gz	ONT	normal	blood		GM18946	PRJDB17558	SAMD00747484	2024	1000G
DRX524637	sra_merge/DRX524637.isoform.gz	ONT	normal	blood		GM18947	PRJDB17558	SAMD00747485	2024	1000G
DRX524638	sra_merge/DRX524638.isoform.gz	ONT	normal	blood		GM18948	PRJDB17558	SAMD00747486	2024	1000G
DRX524639	sra_merge/DRX524639.isoform.gz	ONT	normal	blood		GM18949	PRJDB17558	SAMD00747487	2024	1000G
DRX524640	sra_merge/DRX524640.isoform.gz	ONT	normal	blood		GM18951	PRJDB17558	SAMD00747488	2024	1000G
DRX524641	sra_merge/DRX524641.isoform.gz	ONT	normal	blood		GM18952	PRJDB17558	SAMD00747489	2024	1000G
DRX524642	sra_merge/DRX524642.isoform.gz	ONT	normal	blood		GM18953	PRJDB17558	SAMD00747490	2024	1000G
DRX524643	sra_merge/DRX524643.isoform.gz	ONT	normal	blood		GM18954	PRJDB17558	SAMD00747491	2024	1000G
DRX524644	sra_merge/DRX524644.isoform.gz	ONT	normal	blood		GM18956	PRJDB17558	SAMD00747492	2024	1000G
DRX524645	sra_merge/DRX524645.isoform.gz	ONT	normal	blood		GM18957	PRJDB17558	SAMD00747493	2024	1000G
DRX524646	sra_merge/DRX524646.isoform.gz	ONT	normal	blood		GM18959	PRJDB17558	SAMD00747494	2024	1000G
DRX524647	sra_merge/DRX524647.isoform.gz	ONT	normal	blood		GM18960	PRJDB17558	SAMD00747495	2024	1000G
DRX524648	sra_merge/DRX524648.isoform.gz	ONT	normal	blood		GM18961	PRJDB17558	SAMD00747496	2024	1000G
DRX524649	sra_merge/DRX524649.isoform.gz	ONT	normal	blood		GM18964	PRJDB17558	SAMD00747497	2024	1000G
DRX524650	sra_merge/DRX524650.isoform.gz	ONT	normal	blood		GM18966	PRJDB17558	SAMD00747498	2024	1000G
DRX524651	sra_merge/DRX524651.isoform.gz	ONT	normal	blood		GM18967	PRJDB17558	SAMD00747499	2024	1000G
DRX524652	sra_merge/DRX524652.isoform.gz	ONT	normal	blood		GM18968	PRJDB17558	SAMD00747500	2024	1000G
DRX524653	sra_merge/DRX524653.isoform.gz	ONT	normal	blood		GM18969	PRJDB17558	SAMD00747501	2024	1000G
DRX524654	sra_merge/DRX524654.isoform.gz	ONT	normal	blood		GM18970	PRJDB17558	SAMD00747502	2024	1000G
DRX524655	sra_merge/DRX524655.isoform.gz	ONT	normal	blood		GM18971	PRJDB17558	SAMD00747503	2024	1000G
DRX524656	sra_merge/DRX524656.isoform.gz	ONT	normal	blood		GM18972	PRJDB17558	SAMD00747504	2024	1000G
DRX524657	sra_merge/DRX524657.isoform.gz	ONT	normal	blood		GM18973	PRJDB17558	SAMD00747505	2024	1000G
DRX524658	sra_merge/DRX524658.isoform.gz	ONT	normal	blood		GM18974	PRJDB17558	SAMD00747506	2024	1000G
DRX524659	sra_merge/DRX524659.isoform.gz	ONT	normal	blood		GM18975	PRJDB17558	SAMD00747507	2024	1000G
DRX524660	sra_merge/DRX524660.isoform.gz	ONT	normal	blood		GM18976	PRJDB17558	SAMD00747508	2024	1000G
DRX524661	sra_merge/DRX524661.isoform.gz	ONT	normal	blood		GM18977	PRJDB17558	SAMD00747509	2024	1000G
DRX524662	sra_merge/DRX524662.isoform.gz	ONT	normal	blood		GM18978	PRJDB17558	SAMD00747510	2024	1000G
DRX524663	sra_merge/DRX524663.isoform.gz	ONT	normal	blood		GM18979	PRJDB17558	SAMD00747511	2024	1000G
DRX524664	sra_merge/DRX524664.isoform.gz	ONT	normal	blood		GM18980	PRJDB17558	SAMD00747512	2024	1000G
DRX524665	sra_merge/DRX524665.isoform.gz	ONT	normal	blood		GM18981	PRJDB17558	SAMD00747513	2024	1000G
DRX524666	sra_merge/DRX524666.isoform.gz	ONT	normal	blood		GM18990	PRJDB17558	SAMD00747514	2024	1000G
DRX524667	sra_merge/DRX524667.isoform.gz	ONT	normal	blood		GM18991	PRJDB17558	SAMD00747515	2024	1000G
DRX524668	sra_merge/DRX524668.isoform.gz	ONT	normal	blood		GM18992	PRJDB17558	SAMD00747516	2024	1000G
DRX524669	sra_merge/DRX524669.isoform.gz	ONT	normal	blood		GM18993	PRJDB17558	SAMD00747517	2024	1000G
DRX524670	sra_merge/DRX524670.isoform.gz	ONT	normal	blood		GM18994	PRJDB17558	SAMD00747518	2024	1000G
DRX524671	sra_merge/DRX524671.isoform.gz	ONT	normal	blood		GM18995	PRJDB17558	SAMD00747519	2024	1000G
DRX524672	sra_merge/DRX524672.isoform.gz	ONT	normal	blood		GM18997	PRJDB17558	SAMD00747520	2024	1000G
DRX524673	sra_merge/DRX524673.isoform.gz	ONT	normal	blood		GM18998	PRJDB17558	SAMD00747521	2024	1000G
DRX524674	sra_merge/DRX524674.isoform.gz	ONT	normal	blood		GM18999	PRJDB17558	SAMD00747522	2024	1000G
DRX524675	sra_merge/DRX524675.isoform.gz	ONT	normal	blood		GM19000	PRJDB17558	SAMD00747523	2024	1000G
DRX524676	sra_merge/DRX524676.isoform.gz	ONT	normal	blood		GM19001	PRJDB17558	SAMD00747524	2024	1000G
DRX524677	sra_merge/DRX524677.isoform.gz	ONT	normal	blood		GM19005	PRJDB17558	SAMD00747525	2024	1000G
DRX524678	sra_merge/DRX524678.isoform.gz	ONT	normal	blood		GM19007	PRJDB17558	SAMD00747526	2024	1000G
DRX524679	sra_merge/DRX524679.isoform.gz	ONT	normal	blood		GM19009	PRJDB17558	SAMD00747527	2024	1000G
DRX524680	sra_merge/DRX524680.isoform.gz	ONT	normal	blood		GM19010	PRJDB17558	SAMD00747528	2024	1000G
DRX524681	sra_merge/DRX524681.isoform.gz	ONT	normal	blood		GM19054	PRJDB17558	SAMD00747529	2024	1000G
DRX524682	sra_merge/DRX524682.isoform.gz	ONT	normal	blood		GM19055	PRJDB17558	SAMD00747530	2024	1000G
DRX524683	sra_merge/DRX524683.isoform.gz	ONT	normal	blood		GM19056	PRJDB17558	SAMD00747531	2024	1000G
DRX524684	sra_merge/DRX524684.isoform.gz	ONT	normal	blood		GM19057	PRJDB17558	SAMD00747532	2024	1000G
DRX524685	sra_merge/DRX524685.isoform.gz	ONT	normal	blood		GM19062	PRJDB17558	SAMD00747533	2024	1000G
DRX524686	sra_merge/DRX524686.isoform.gz	ONT	normal	blood		GM19063	PRJDB17558	SAMD00747534	2024	1000G
DRX524687	sra_merge/DRX524687.isoform.gz	ONT	normal	blood		GM19064	PRJDB17558	SAMD00747535	2024	1000G
DRX524688	sra_merge/DRX524688.isoform.gz	ONT	normal	blood		GM19067	PRJDB17558	SAMD00747536	2024	1000G
DRX524689	sra_merge/DRX524689.isoform.gz	ONT	normal	blood		GM19068	PRJDB17558	SAMD00747537	2024	1000G
DRX524690	sra_merge/DRX524690.isoform.gz	ONT	normal	blood		GM19070	PRJDB17558	SAMD00747538	2024	1000G
DRX524691	sra_merge/DRX524691.isoform.gz	ONT	normal	blood		GM19072	PRJDB17558	SAMD00747539	2024	1000G
DRX524692	sra_merge/DRX524692.isoform.gz	ONT	normal	blood		GM19074	PRJDB17558	SAMD00747540	2024	1000G
DRX524693	sra_merge/DRX524693.isoform.gz	ONT	normal	blood		GM19076	PRJDB17558	SAMD00747541	2024	1000G
DRX524694	sra_merge/DRX524694.isoform.gz	ONT	normal	blood		GM19078	PRJDB17558	SAMD00747542	2024	1000G
DRX524695	sra_merge/DRX524695.isoform.gz	ONT	normal	blood		GM19079	PRJDB17558	SAMD00747543	2024	1000G
DRX524696	sra_merge/DRX524696.isoform.gz	ONT	normal	blood		GM19080	PRJDB17558	SAMD00747544	2024	1000G
SRX24378168	sra_merge/SRX24378168.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093776	2025	H1-hESC derived primordial germ cell-like cells
SRX24378167	sra_merge/SRX24378167.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093777	2025	H1-hESC derived primordial germ cell-like cells
SRX24378163	sra_merge/SRX24378163.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093781	2025	H1-hESC derived pharyngeal endoderm
SRX24378162	sra_merge/SRX24378162.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093782	2025	H1-hESC derived pharyngeal endoderm
SRX24378155	sra_merge/SRX24378155.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093789	2025	H1-hESC
SRX24378154	sra_merge/SRX24378154.isoform.gz	ONT	normal	blastocyst		H1	PRJNA1105096	SAMN41093790	2025	H1-hESC
SRX24278002	sra_merge/SRX24278002.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987014	2024	
SRX24277997	sra_merge/SRX24277997.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987019	2024	
SRX24277996	sra_merge/SRX24277996.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987020	2024	
SRX24277995	sra_merge/SRX24277995.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987021	2024	
SRX24277994	sra_merge/SRX24277994.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987022	2024	
SRX24277993	sra_merge/SRX24277993.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987023	2024	
SRX24277992	sra_merge/SRX24277992.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987024	2024	
SRX24277989	sra_merge/SRX24277989.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987027	2024	
SRX24277988	sra_merge/SRX24277988.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987028	2024	
SRX24277987	sra_merge/SRX24277987.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987029	2024	
SRX24277986	sra_merge/SRX24277986.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987030	2024	
SRX24277985	sra_merge/SRX24277985.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987031	2024	
SRX24277984	sra_merge/SRX24277984.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987032	2024	
SRX24277983	sra_merge/SRX24277983.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987033	2024	
SRX24277982	sra_merge/SRX24277982.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987034	2024	
SRX24277981	sra_merge/SRX24277981.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987035	2024	
SRX24277980	sra_merge/SRX24277980.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987036	2024	
SRX24277979	sra_merge/SRX24277979.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987061	2024	
SRX24277978	sra_merge/SRX24277978.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987062	2024	
SRX24277977	sra_merge/SRX24277977.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987063	2024	
SRX24277976	sra_merge/SRX24277976.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987064	2024	
SRX24277975	sra_merge/SRX24277975.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987065	2024	
SRX24277974	sra_merge/SRX24277974.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987066	2024	
SRX24277973	sra_merge/SRX24277973.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987067	2024	
SRX24277972	sra_merge/SRX24277972.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987068	2024	
SRX24277971	sra_merge/SRX24277971.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987069	2024	
SRX24277969	sra_merge/SRX24277969.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987071	2024	
SRX24277968	sra_merge/SRX24277968.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987072	2024	
SRX24277967	sra_merge/SRX24277967.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987073	2024	
SRX24277966	sra_merge/SRX24277966.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987074	2024	
SRX24277965	sra_merge/SRX24277965.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987075	2024	
SRX24277964	sra_merge/SRX24277964.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987076	2024	
SRX24277961	sra_merge/SRX24277961.isoform.gz	PB	Fragile X–associated Disorders	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987079	2024	
SRX24277960	sra_merge/SRX24277960.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987080	2024	
SRX24277959	sra_merge/SRX24277959.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987081	2024	
SRX24277958	sra_merge/SRX24277958.isoform.gz	PB	normal	blood		lymphoblastoid cell lines	PRJNA1100964	SAMN40987082	2024	
